Tên,Lớp,Giới tính,Diem1,Diem2,Diem3,Diem4,Diem5,Diem6,Diem7,Diem8,Diem9,Diem10
Võ Diễm Hà,9A3,Nữ,4.75,6.5,7.5,6.5,8,10,2.5,3.5,2,10
Vũ Minh Đạt,3A3,Nam,7.25,9.5,3,8.25,7.75,4.5,4,0.25,0,9.75
Nguyễn Minh Khoa,10A1,Nam,9.5,4.5,7.25,7.5,5.25,2.25,8.75,9.5,8.5,4.5
Phạm Ngọc Hà,12A2,Nữ,1.25,7.5,4.5,5.25,7,1,5.25,7.5,1,7.25
Huỳnh Diễm Lan,7C1,Nữ,5.25,0.5,4,1,9.25,6,2.75,9.5,7.5,3
Vũ Hữu Dũng,3C1,Nam,3.25,6.25,4.25,3.75,1.5,9.75,5,6,6.25,8.75
Bùi Minh Long,6C1,Nam,8.5,2.25,7.5,6.75,2,1.5,8.75,9,8.25,2
Bùi Đức Khoa,6A1,Nam,1.5,3,1.75,8.5,5.5,3.5,4.75,1.75,0.25,9.75
Lê Hữu Huy,4B1,Nam,9.75,0.5,5,9,10,0,2,0,7.25,1.75
Đỗ Thị Nhung,7C1,Nữ,2.25,8.25,7.25,3.5,4,3.5,8.5,0.25,5,6.25
Hoàng Phương Trâm,8A2,Nữ,0.5,6.5,2.5,3,4.5,7.25,8.5,4.75,0,7.75
Lê Thái Phong,10A3,Nam,9,2,3,6.75,8.75,8,4.5,1.5,2.5,9.75
Hoàng Bích Trang,12B2,Nữ,4.5,3.25,1.5,2,2,1.5,10,3,0,5
Phạm Hữu Minh,4A1,Nam,6.75,7,4.75,5.25,0.5,1,6.75,3.25,1.75,10
Bùi Đức Phong,9B1,Nam,2,6,2,2.75,4,4,3.5,10,1,7
Trần Tuấn Sơn,2B1,Nam,7.25,6.75,1.5,6.25,8.75,5,7.25,6.25,5,6
Hoàng Gia Bảo,11B2,Nam,7.5,1,7.75,7,4.5,4.5,1,0.75,7,0.5
Trần Đức Sơn,2C1,Nam,8.25,8.75,3,9.75,0.75,1,4,1.5,1.5,5
Võ Như Thảo,11A2,Nữ,8,7.75,9.75,0.75,8,4.25,3.5,0.75,7,6.75
Lê Minh Long,12A2,Nam,2.75,2.5,3.25,3.5,5.5,0.5,3,4,7.25,6.75
Võ Minh Phong,8A3,Nam,0,9,2,3.75,1,8,9.25,5.5,8.5,8.5
Võ Đình Đạt,11A2,Nam,5,1.75,8.25,8.5,1.5,1.25,3.75,6.5,1.5,4
Huỳnh Đức Khoa,2B2,Nam,5,1.75,1.25,9,3.75,1.5,7.75,9.5,2.75,9.5
Hoàng Minh Huy,10B2,Nam,7.5,7.25,9,8.75,2.5,2.5,4.5,3.75,2,1.5
Đỗ Đình Đạt,2B2,Nam,7.75,0.25,5.5,4,0.5,3.75,1.5,6,9.75,8
Huỳnh Bích Yến,2A2,Nữ,1.75,9.75,0.25,7.25,6.75,5,7.75,7.5,0.5,7.75
Bùi Văn Minh,12B1,Nam,9.5,7,1.25,5.75,9,5.75,0.25,7,9.5,1.25
Phan Tuấn Bảo,4C1,Nam,3.75,1.25,2.75,0,8.25,3.5,9.75,1.75,3.75,7.5
Lê Ngọc Hương,6B2,Nữ,0.25,9,7.25,5.25,9.5,9.25,8.75,1.5,7.25,4
Nguyễn Đức Phong,5A2,Nam,7.75,6.5,9.75,2.75,0,5,7,4,0,7.25
Đỗ Thái Huy,3A2,Nam,1,10,3.5,2.5,1.75,5.75,4,6,1.75,4
Huỳnh Thu Hương,4A1,Nữ,6.75,2,2.5,9.25,2.25,6.5,8,6.75,9.75,0
Bùi Mai Trang,12A1,Nữ,8.25,5,6.5,8.75,3.25,9.25,9.5,9.75,5.25,3
Bùi Tuấn Minh,7A3,Nam,6.75,1.75,1,7.5,7.5,7.75,6.75,6.75,3,3.75
Đặng Phương Trang,10A1,Nữ,8.5,0.75,0.75,3,0.5,0.75,5.25,0.25,0,6.25
Huỳnh Đức Khoa,4C1,Nam,0.5,3,10,7,7.25,2,0.25,8,4.5,4.75
Phạm Văn Hải,5A3,Nam,1.5,7.25,8.25,0.25,2.5,4.25,6.25,2,3.75,7
Trần Gia Sơn,9A1,Nam,4,2.75,3.25,8,2.25,7.5,9.25,9,0,9.25
Đặng Thu Hương,10A2,Nữ,2.75,1.75,7,0.75,8.5,10,7.75,7.5,6,10
Hoàng Bích Nhung,12A3,Nữ,6,8,3.25,8.5,6.25,2.5,1.5,8,7.75,6
Trần Thanh Linh,1A3,Nữ,8,0,8,5.5,2,2.25,3.5,5.5,0.75,3.5
Nguyễn Gia Đạt,5B1,Nam,6,4,6,6.25,1.25,2.25,8.25,3.25,3.5,6.5
Bùi Phương Nhung,3A2,Nữ,1.25,7.25,10,7.75,5.75,4.5,6.75,3.25,1,7.5
Phan Thanh Hà,12B2,Nữ,2.5,2.5,8.75,6.5,7.25,6.25,6.75,5.25,2.25,6.25
Huỳnh Thu Hương,4B1,Nữ,2.25,8.75,7.75,8.75,5.25,7.75,4.25,5.25,6.5,0.25
Đỗ Ngọc Hà,6A1,Nữ,9.75,5.25,5.5,3.75,6.75,8,4.25,2.5,8,4.5
Lê Như Nhung,12A3,Nữ,8,0.5,5.25,9,2.25,3.25,3.5,6.25,9.5,4.75
Đỗ Thu Nhi,4A3,Nữ,9.75,9.75,3.25,3.75,5,5.25,0.75,2.75,5.75,3.75
Huỳnh Đức Đạt,12A1,Nam,4,9.75,2.5,8.25,1.75,5.25,7.25,5,7.25,3
Hoàng Mai Linh,3B1,Nữ,4,2.5,9.75,8.75,9.25,0.75,8.25,7,3,0.25
Huỳnh Văn Hải,1B1,Nam,7.75,0.5,1,7.5,5.5,6,3,6.25,0.5,8.5
Bùi Như Hà,5A3,Nữ,5.75,3.25,6.75,9.75,1,1.25,2.25,4.75,4,5.5
Lê Đình Minh,1A1,Nam,9,10,9.75,8.75,0.25,0.5,6.75,4.75,9.25,4.25
Phạm Thái Dũng,10B1,Nam,3.5,4.5,7.25,1.5,7.25,10,4,8,3.5,3.25
Trần Hoàng Phong,8C1,Nam,5.5,4.25,0.5,5.5,2.5,4.75,3.75,3,2,9.75
Vũ Bích Linh,9B1,Nữ,5.25,9.5,4.25,9,7.75,5,7,8.5,7,0.5
Võ Hoàng Thắng,6A3,Nam,8,6,5,7.5,9.5,8.5,5.25,6.25,6.25,2.5
Trần Đình Khoa,3A3,Nam,5.5,8,1,5,5.75,10,7.25,0,2.75,2
Đặng Đình Huy,5B1,Nam,8.25,8.75,6.5,3.75,8.25,2,6,1.5,1,5
Phạm Diễm Nhi,7A2,Nữ,9.75,9,8,3.75,5,0.25,1.5,4.25,3.25,3
Võ Thái Hải,7B1,Nam,7.75,8,8.5,5.25,3,1.75,6.75,0.5,9.5,3.75
Trần Thái Bảo,3A2,Nam,1.5,9.75,4.5,5.75,2.5,4.5,2.25,7,9,2.75
Trần Hoàng Sơn,10A2,Nam,8.75,10,0.25,7.75,7,3.25,4.25,1.75,8.75,1
Lê Ngọc Trang,3B1,Nữ,5.75,6.5,0.75,5.25,7.75,2.5,5.75,0.5,6,1.75
Bùi Đình Long,9A3,Nam,1.75,9.5,0.5,1,1.5,1.75,0,2.75,2,4
Trần Thị Nhi,4B2,Nữ,8,7,3.25,1.75,7,2.75,5.75,2.25,7.25,8.5
Huỳnh Văn Dũng,5A2,Nam,5,6.5,7.75,6.75,3.75,3,5.5,9,4.75,7.5
Đỗ Thị Trang,12B2,Nữ,8.75,8.5,5,4.75,9.5,5.25,8,9,7.5,2.75
Võ Tuấn Sơn,5B2,Nam,9.5,6.25,6,3.5,8.5,7,4.75,4.75,0.25,1.75
Trần Đức Dũng,5A3,Nam,5.5,7.75,5.75,5,6.75,6.25,5,9.25,5,8.75
Võ Đình Sơn,7C1,Nam,7.5,3,8.5,3.5,2.25,1.5,6,6.25,3.25,5.75
Trần Thái Huy,5A3,Nam,6.75,4.5,1.75,0,1,6.25,0.75,5,2.5,4
Bùi Mai Lan,5A2,Nữ,5.75,3.5,4.75,0,2.5,1,0.75,5.25,7,9.25
Nguyễn Diễm Trang,11C1,Nữ,6,5.25,7.75,7,5.5,6.25,7.25,6,1.5,2.25
Vũ Tuấn Minh,7B2,Nam,3,10,1.25,3.75,2.75,5,5.5,4,7.75,4.75
Hoàng Mai Trang,12B1,Nữ,9.25,2.25,0,9.25,3.5,4,7.75,6.75,2.75,6.75
Lê Đình Dũng,9A1,Nam,5,0,6.25,2.5,3.75,9.75,6.25,6.25,5.25,9.75
Lê Đức Sơn,6A1,Nam,3,3,10,5,8,4.75,8.75,5.75,3.25,9.5
Lê Văn Khoa,4A1,Nam,8.25,7,7,4.5,2,4.25,2,2,8.5,6
Phạm Phương Nhung,5A1,Nữ,5.25,8,7.75,0.75,2.75,9.5,6.5,2,2.75,5.5
Nguyễn Văn Bảo,8A3,Nam,3.25,4,5.5,6.5,0.75,5.25,5.25,4.75,5.75,4.25
Võ Ngọc Thảo,8A2,Nữ,3.5,5,1.25,0.75,9.25,6,10,2.25,3.5,10
Nguyễn Ngọc Vy,1A1,Nữ,9.25,6,4.25,3.75,1.25,3.25,5.75,4,7,8.75
Bùi Hữu Dũng,8A2,Nam,2.75,7.75,6.25,1.5,3.75,7.25,9,7.5,9.5,8.75
Đỗ Thanh Hà,10C1,Nữ,0,5.25,10,9,4,8,10,1.75,3.25,5.5
Võ Đình Bảo,6A3,Nam,6.75,6.5,7.5,3,9.75,6.25,9.25,8.5,7,3
Nguyễn Diễm Nhi,2A3,Nữ,0.75,1,3,5.5,6.5,7.5,0,1.75,3.25,6.75
Nguyễn Bích Nhung,11B2,Nữ,2.5,3.5,8.25,5.25,8.5,9.25,6.5,6.75,8.25,9.25
Hoàng Hữu Khoa,10C1,Nam,1.75,6.5,3.25,4,7.25,5.25,0,9.25,8,2
Vũ Minh Long,3B1,Nam,5.75,1,8.25,3.25,3.75,7.25,9.75,8.5,2.75,7.25
Đặng Gia Minh,5A2,Nam,0.25,1,1.25,4.75,2.5,6,7.75,3.5,5,4.75
Đặng Phương Linh,8C1,Nữ,3.25,4,5.75,1.5,4,0.5,4,9,9.5,1.75
Phan Ngọc Hương,11A3,Nữ,9,1.5,0.25,4.25,3.75,2.75,1.75,0.25,5.25,9.75
Hoàng Thái Đạt,6B1,Nam,0.75,8.75,6,2,3.5,3.25,1.75,7,0.25,3.25
Hoàng Thị Nhung,5A3,Nữ,9.75,2,9,3.5,0.75,5.75,0.25,5.25,7.25,3.75
Phan Minh Sơn,10B1,Nam,9.25,0.5,0,1.75,7.25,1.25,9.75,6.75,2.5,0.75
Nguyễn Mai Lan,5C1,Nữ,8.5,5,7,8.5,0,6.25,1,0,2.5,3.75
Huỳnh Tuấn Thắng,12A1,Nam,9.25,6.75,4,6,7.5,0,6.5,8.75,1,2.25
Đỗ Minh Phong,6A2,Nam,7,9.75,3.25,3.75,1.25,8.75,6.25,9.75,5.25,4.25
Bùi Đức Thắng,5A2,Nam,6.5,6.5,1.5,3.5,1.75,1.75,4,1,0.5,2.5
Phan Đình Sơn,3A3,Nam,4.75,1.5,3.25,2.75,6,3.5,0.25,1.25,0.5,5.25
Bùi Thanh Thảo,12B1,Nữ,1.5,8.75,0.25,9.25,8.5,4,1.25,3.5,2,4.25
Vũ Tuấn Khoa,1A3,Nam,0.75,0.75,10,7,2.5,4.75,2.75,2.25,5,2.25
Nguyễn Hoàng Huy,5C1,Nam,2.25,5.75,7.75,6.5,9,6.25,0.5,2.75,3.5,1.75
Phạm Văn Dũng,3B2,Nam,6.25,2.5,6,9,7.25,8.75,8.5,7.75,0.75,8.75
Bùi Diễm Trâm,10A3,Nữ,1,9.5,9.5,7.5,4.25,2.75,3,9.5,4,8
Bùi Gia Minh,5B1,Nam,1,0.5,2.25,9,9,0.25,7.75,7,10,0.25
Vũ Gia Khoa,7A1,Nam,8,5,2,2.75,2,1.75,1.5,1.25,2,1.75
Vũ Đình Dũng,10B1,Nam,5.75,7.75,1.75,3,3.75,5.75,8,6.25,4,8
Hoàng Thu Trâm,4A2,Nữ,2.25,1,7.25,2.5,6.25,8.5,3,2.25,4.5,2.75
Võ Thanh Thảo,9C1,Nữ,9.5,0.75,3.75,8,1,8.75,1.25,6,9.25,2.25
Đặng Hoàng Khoa,12A3,Nam,9.25,9.75,9.75,0.25,7.5,1.25,3,6.5,4.75,6.25
Lê Thái Sơn,8A2,Nam,9.75,5,4,7.5,3.75,1.5,6,8,7,9
Lê Gia Huy,5B1,Nam,5.25,1.75,7.5,7.25,8,9.75,0.75,9.75,0.5,4.5
Trần Bích Thảo,2A2,Nữ,0.5,3.5,3,6.75,0.75,6.75,4.5,8,3.75,9
Đỗ Đình Khoa,5A1,Nam,3.25,1.75,6.25,5,0.75,7,4.25,8.75,0.75,0
Vũ Hữu Minh,10B1,Nam,4,1.75,1.5,3.75,2.75,7.5,4.25,4.75,5.5,7.75
Hoàng Gia Phong,5A3,Nam,5,4.25,5,3.75,4.75,6.25,2.5,5.5,9.75,6
Bùi Hoàng Long,10B1,Nam,5,3.5,1.25,4.25,10,8.25,1,1.75,8,9.75
Bùi Thanh Nhung,4B1,Nữ,1,4.25,3.5,3,7,3.5,2.5,10,4,1
Đặng Gia Hải,4A1,Nam,9.25,7.5,6.25,2.5,7.25,4.75,6.25,9.5,7.5,5.5
Vũ Thị Hương,3A1,Nữ,5,3.5,5,1.25,8,0,1.25,5.25,6.5,7.75
Huỳnh Gia Khoa,7B2,Nam,2.75,3,9.75,3.5,6,4.25,2.5,9.25,9,1
Đỗ Hoàng Dũng,11A1,Nam,9.25,5.25,9.25,2.25,7.5,7.25,3,8,0.75,4.5
Trần Phương Nhung,5A3,Nữ,2.25,9.5,7,9,9,1,5.5,5.25,4.5,4.25
Trần Ngọc Hà,7B1,Nữ,3.75,5,9.75,0.5,0.25,5.75,9,1.5,7.25,2
Võ Đức Huy,4B1,Nam,1.25,1.5,8,8.5,8.25,4.5,2.75,8,4.75,3.5
Phạm Phương Trang,12A2,Nữ,5,9.5,6,6.5,3.5,1.5,1.5,5,3.75,9
Võ Đình Minh,10A3,Nam,9.5,4,6.75,6,1.25,2.75,4,3.25,9.5,9.25
Phạm Gia Phong,9A3,Nam,3,8.75,2,8,8.5,5.25,9.25,3.25,10,10
Phan Như Hương,11B2,Nữ,7,4.5,0.25,5,6.5,3,6,6.75,7.25,5.25
Huỳnh Thanh Nhung,7C1,Nữ,6.75,1.75,5.75,1.25,7.75,5.25,7,3.5,7,6.5
Đỗ Minh Sơn,1A1,Nam,9.25,5.5,8,7.5,6.75,0,2.25,0.25,6.75,1.25
Bùi Minh Hải,3A1,Nam,2,2,7.75,3.75,10,1.25,8,0.75,3.25,4.25
Trần Hoàng Bảo,8A1,Nam,4,6.75,5.75,6,2.75,7,0,10,10,0.75
Vũ Gia Long,12C1,Nam,2,8.25,9,6.5,3,4.5,6,2.25,8.25,6.5
Hoàng Thu Trang,7B2,Nữ,4.75,2.25,1.5,5.5,2.25,4.25,6.75,7,3.25,3.75
Trần Gia Sơn,9A1,Nam,9.25,7,2.75,6.5,8,4.5,7.75,2.5,7.5,3.5
Phạm Gia Hải,4C1,Nam,9.25,8.75,7.25,9.25,1.5,1.5,7.75,9.25,0.25,3.5
Lê Hoàng Long,1B1,Nam,5.5,6.25,0.75,10,2.75,2.5,2.75,2.75,0.25,0
Huỳnh Diễm Hương,1A2,Nữ,4.75,9.5,9.25,3,2,4.5,2.75,8.25,5.75,1.75
Đặng Bích Lan,10A2,Nữ,3,7.25,2,4.25,2.5,1.5,0.25,5,8.25,7.5
Võ Bích Hà,11B1,Nữ,7,2.75,8.75,7.5,1.75,0.75,5.75,10,3.75,8
Phan Thu Nhung,4B1,Nữ,4.75,8,5.25,4.5,2.25,1.5,5.5,4.75,2.5,7.75
Võ Tuấn Khoa,9C1,Nam,0.25,0.75,8.5,5.25,4,8.25,8.25,10,4,5
Phan Ngọc Thảo,3A3,Nữ,4.5,1.75,2.75,7,2.25,4.25,6.5,5.75,4.25,1.5
Huỳnh Minh Sơn,11B2,Nam,0,0,0.25,2,9.5,6.5,2.5,1.5,5.25,0.75
Võ Phương Thảo,12B2,Nữ,5,4.25,9.5,7.5,9,9,6,1.25,4.75,6.25
Võ Hoàng Phong,7A1,Nam,10,0.5,9.5,2.5,3.25,0.75,8,4,3.25,4.5
Bùi Bích Thảo,7B1,Nữ,5.5,5,7.75,9,9.75,3.5,9.75,2.25,9.75,7.75
Võ Thị Vy,8B2,Nữ,3,0,1.75,9,0.5,3,1.25,0.25,5,2.25
Huỳnh Thanh Thảo,1C1,Nữ,5.5,2.25,1.5,3.75,0.25,0,4.5,2.75,2.5,2
Bùi Thu Nhung,2C1,Nữ,2,1,1,5.25,7,7.5,8.25,10,7.5,6
Bùi Gia Huy,4A2,Nam,2,8.25,3.25,8,7.5,0.75,2.75,0.5,2.25,8.5
Lê Ngọc Nhi,5A2,Nữ,7.75,8.75,7.75,4.75,6,2.5,1,2.25,4.75,2
Phạm Thu Hương,9B1,Nữ,1.25,3,8.5,6.5,4.25,9.5,4.5,5,2.5,2
Phạm Mai Hà,4A1,Nữ,6.5,9,6,6.75,8.25,1,3.75,3.5,8.5,1.25
Hoàng Diễm Yến,1A3,Nữ,3.75,8.75,7.5,7.5,2,2,10,9.75,4.5,5
Võ Ngọc Nhi,2B1,Nữ,8.25,6.75,2.5,3.5,5,0,2.25,1.25,0.5,0.25
Trần Như Linh,11A3,Nữ,1,8,1,10,2.75,1.75,2.75,2,4.25,2
Huỳnh Minh Thắng,5A1,Nam,9.5,8,6.75,9.25,9,10,3.5,3,0.25,8.75
Đỗ Đức Thắng,12A3,Nam,7.75,7,7.5,6.25,0.5,9.5,8.25,5,9.25,9
Nguyễn Ngọc Trang,12B1,Nữ,6,7.5,3.25,5.75,2,7,2.75,6.5,3.5,9.5
Phạm Gia Huy,12A3,Nam,5.5,7,5,2.5,9.25,6,3.25,5.75,7,5
Lê Như Trang,7A2,Nữ,3,4,7,8.5,10,9.25,9,3,2.5,7.75
Vũ Văn Hải,4B1,Nam,2.75,1.25,0.75,5.5,5.75,8.25,5.25,9.5,2.5,3.75
Võ Thị Nhung,9A3,Nữ,3.75,5.75,4.75,1.25,7.25,9.75,1,7.5,4.25,9.25
Võ Hữu Đạt,10A2,Nam,3.25,6,5,10,1,9.5,6.25,10,3.25,3.75
Huỳnh Văn Đạt,1B1,Nam,7.75,4.75,4.25,0,1.5,2,2,0.75,2.5,4.25
Phạm Văn Phong,6B2,Nam,1,5,4.25,0.75,5,7.5,4.75,5.25,7.25,4
Đặng Tuấn Long,10B2,Nam,9.5,8.5,10,8,7.25,5.75,5.5,9.25,8,6.75
Bùi Đức Dũng,4A1,Nam,9.5,6,1.25,5,7.5,4.5,2.5,3.5,0,9
Nguyễn Đức Minh,1A3,Nam,5,7,4,9.5,4.25,4.5,1.25,9,4.25,1.5
Võ Hữu Dũng,9A1,Nam,6.5,6.75,9.75,8.5,6,8.5,4.25,3.75,1.25,1
Nguyễn Văn Thắng,5A3,Nam,5.5,8.25,2,0.25,9.5,8,6.75,7.75,7.75,1.5
Đỗ Gia Long,5B1,Nam,4.5,1,0.5,4.25,3.5,5.5,7,8.25,3.75,5.25
Vũ Đình Hải,6B1,Nam,5.5,0,2,4.25,7.25,1.25,1.5,9.75,5.75,2.25
Lê Diễm Nhi,4A2,Nữ,0.75,7.25,3.5,5.5,5.5,1,8,2,10,9.25
Bùi Như Hương,9C1,Nữ,6.75,1,0.75,7,1.75,3,5.5,3.5,7.25,3.5
Vũ Ngọc Linh,9A2,Nữ,8,9,9.5,1.75,0,5,6.75,0.25,4.5,5.75
Đỗ Thị Vy,9B2,Nữ,3,6.5,1.5,1,3.5,6.25,9.5,8,7,0.5
Võ Hoàng Sơn,2A3,Nam,8,9.25,4.25,1,3.75,2.25,4.5,7.5,1.5,3
Phan Đình Đạt,10C1,Nam,3.25,0,10,6.75,4.25,10,1,7,0,9.25
Huỳnh Thái Phong,10A2,Nam,3.25,6.25,9,3.25,9.25,8.5,1,0.25,9.75,5.25
Đỗ Thu Hà,12A3,Nữ,8.75,1.75,1.5,7,9.25,7,10,2.25,2,8.5
Huỳnh Như Trâm,8A3,Nữ,1.5,4.25,4.5,6.5,10,0.5,9.25,4.5,7.75,1.25
Hoàng Gia Phong,8A2,Nam,7,0.5,2.5,0.75,0,10,3.5,7,8.25,3
Trần Gia Đạt,5A3,Nam,3.25,9.25,9.5,9,7.25,6,6,4,3,4
Nguyễn Đình Khoa,4C1,Nam,2.75,0.25,9.5,9.75,6.5,3.75,2,1.25,1.75,8
Huỳnh Gia Phong,9A1,Nam,3.75,10,6.25,6.25,2.75,0.25,9.75,6.5,1.25,5.5
Trần Đức Minh,4B2,Nam,3.5,1.75,9.75,2.75,3.5,5,1.75,7.25,6.5,6.5
Bùi Minh Đạt,5C1,Nam,2.75,9.25,1.5,9.75,1.5,4.75,1.25,2.25,2.25,3
Bùi Thái Minh,12A2,Nam,7,7,9.75,0.25,0.5,7.75,1.75,9.25,0,7.75
Đỗ Phương Linh,4B2,Nữ,5.25,3.75,9,3.25,8.75,9,6,9.5,0.5,5.5
Đỗ Ngọc Nhung,12A3,Nữ,0.25,3,3.25,8.75,0,7.75,0.25,0,2.75,0.25
Đặng Thu Thảo,1A3,Nữ,3.75,9,3.25,3.75,1,5.25,2.75,8.5,2,9
Huỳnh Minh Sơn,5B1,Nam,3.75,3.75,5.5,1,2.25,4.5,9.75,2,1,1
Bùi Hữu Dũng,2B2,Nam,0.25,0,8.5,6.75,2.25,3.5,4,5,6.25,9.25
Bùi Đức Long,1C1,Nam,3,1.75,6,7,8.75,6.75,2.25,7.75,9.5,9.75
Võ Bích Nhung,4A2,Nữ,0,8.25,7.75,0.25,0.5,9.25,5.75,1.5,3,7.5
Huỳnh Đình Huy,7C1,Nam,8.25,6.5,3.25,7.75,1.75,2.75,7.5,6.75,1.75,0
Trần Diễm Linh,10B1,Nữ,4.75,4.5,1.5,7,5,9,6.5,9.75,8.25,5.25
Trần Ngọc Hương,7A2,Nữ,7.25,8.25,8.25,8,3,6.5,8.5,3.5,1.5,3.25
Trần Thái Đạt,4A1,Nam,3.25,2.75,2,2.25,5.75,0.75,2.25,8.75,3.75,7
Nguyễn Tuấn Hải,12A2,Nam,2.25,2.75,1.25,9.25,1.75,0,9.25,7.75,2,8.5
Hoàng Minh Minh,6B1,Nam,5.25,1.25,2,9.25,0.25,1.5,1.25,8,2.5,5
Nguyễn Diễm Lan,5A2,Nữ,6,9.5,0.5,0.5,9.25,2.25,3.5,0,1.75,4.25
Đỗ Minh Hải,5B2,Nam,3.25,10,5.5,1,1.75,3,9.75,1.75,2,3.25
Đỗ Hữu Hải,6B1,Nam,9.5,5.75,6.5,5,1.75,10,0.75,5.5,4,3.5
Hoàng Mai Trâm,7C1,Nữ,6,5.75,9,0,3.5,7.25,5,8.75,2,2.5
Phan Thanh Nhi,6A1,Nữ,3.25,0.25,9.25,4,9.25,3,2.25,7,5,6.75
Đỗ Thái Đạt,9B2,Nam,7.25,1.5,0.75,2,10,2.75,1,6,0.75,7.25
Võ Mai Nhung,9C1,Nữ,1.5,1.25,9.75,2.75,10,10,4,1.25,4.25,1
Vũ Ngọc Thảo,5A3,Nữ,4.5,3,4.75,9.5,6.5,1,4,9.75,3.75,1
Bùi Thu Trâm,8C1,Nữ,0.75,9.25,5.75,5.5,6.5,4.25,1.5,3.75,0.75,2.25
Vũ Ngọc Lan,3C1,Nữ,0.5,8.75,9.75,6.75,7.75,6,9.5,3.5,9.5,1.75
Trần Đức Thắng,4B2,Nam,5.75,9,4.5,7.75,5,3.75,7.25,5.5,5,0.75
Đỗ Như Trang,4C1,Nữ,0.75,6.5,7.5,9.75,8.5,0.25,1,8.5,7.75,9.75
Đỗ Hoàng Minh,6A3,Nam,6.25,5.25,1.5,5,8.75,6.75,0,6,7.25,0
Vũ Bích Yến,11B2,Nữ,7.25,7.25,2,0.75,5.75,8.25,4.5,0.75,1.5,0
Trần Mai Nhung,12B1,Nữ,1,4,2.25,0,8,5.5,5.25,0.5,3,0.75
Võ Văn Đạt,7A3,Nam,5.75,7.5,8.5,9,8,2.25,8.25,4.25,3.25,7
Đỗ Phương Trang,2C1,Nữ,3.75,6,2.75,3,6.75,2.75,4.25,5,8.75,7.5
Lê Bích Lan,5A1,Nữ,3.5,0.5,9.5,6.25,6.25,4,10,8,6,7
Huỳnh Thu Trâm,6C1,Nữ,1,9.75,9.5,4,7.5,0.75,1,1.75,1,8.25
Phan Ngọc Trang,7B2,Nữ,7.5,8.5,0,10,8.5,9.25,2,1,1.5,3.25
Trần Phương Hà,2A1,Nữ,1.5,4.25,8.5,3.5,1,9.5,0.25,9,4,9.25
Bùi Diễm Yến,1A1,Nữ,6.25,4.25,6.25,9,5.25,2,2.75,6.5,1.75,4.75
Đỗ Thanh Linh,5B2,Nữ,7.25,0.25,7.25,8.25,3.25,3.75,6.5,8.5,5.25,4.25
Đỗ Hữu Huy,8A1,Nam,5,8,7.5,8.75,9.75,0.25,5.25,4,4.5,0
Phạm Như Thảo,1B2,Nữ,5.5,4.25,7.25,5.25,4.25,3,10,10,8.75,0.5
Huỳnh Tuấn Minh,9A3,Nam,5,3.75,6,1.5,5.25,8.5,6.75,1,8.25,5.25
Phan Hữu Minh,5A2,Nam,7.75,2.75,1.75,5.75,6.75,9,0,8.75,5.25,2.75
Hoàng Đình Huy,1B2,Nam,6.25,2.25,3.5,9.5,5.5,2,8.5,6.25,6.25,1.25
Phan Phương Nhi,9A2,Nữ,0.75,4,3,9.75,3,4.75,8,3,1.25,4.75
Phan Thị Thảo,11C1,Nữ,1.25,6,6.5,4.75,9.5,4.25,4.25,7,9.25,6.5
Lê Bích Yến,9B2,Nữ,7.5,5.25,2.75,7.25,4.75,8.25,3.5,5,8.75,4.25
Vũ Thái Bảo,8B1,Nam,0.5,4.25,9.5,8.25,5.5,5.5,5.25,5,0,9.5
Huỳnh Diễm Yến,7B2,Nữ,4,2.25,9.5,6.75,9,4.25,0.75,3,4.25,0.25
Đỗ Phương Hà,1B1,Nữ,2,4.5,3,6.25,0,9.75,2.5,5.5,7.75,3
Huỳnh Như Trang,7B2,Nữ,3.75,3,7.75,1.5,5.75,4.5,2.5,5.5,0.25,3.25
Nguyễn Minh Huy,2B2,Nam,9.5,10,6,5,4.25,5.25,1.75,7.75,1.5,0.5
Vũ Gia Đạt,3B2,Nam,5.75,3.5,0.5,2.5,8.75,7.25,3.75,4.25,5.25,4
Võ Thanh Nhi,5B1,Nữ,0.5,7,4,6.5,1,2.5,10,2,7,5.75
Đỗ Mai Nhi,11A2,Nữ,3.75,8,1.5,5.25,7,6,2.5,4.75,6.5,2.25
Hoàng Hoàng Minh,4B1,Nam,9.75,9,0,1.5,5.75,2,7.5,8.5,9.25,3.25
Hoàng Phương Nhung,4C1,Nữ,8,4.25,3.5,2,2,9,2.75,1,7.5,0
Bùi Phương Linh,1A1,Nữ,5.75,0.75,5.75,9.75,6.75,0.25,4.75,1,0.75,5.5
Huỳnh Tuấn Hải,3A3,Nam,1,8.25,1.75,9,5.5,0.75,1.75,8.25,9.5,9.5
Vũ Ngọc Nhung,2B1,Nữ,1,6.5,1,0,7.25,6.5,5.25,1.75,1,2.75
Hoàng Hữu Thắng,10A2,Nam,9,0,8.25,8.75,5,4.25,4.25,6.25,9.5,0.5
Huỳnh Minh Sơn,7A3,Nam,6.25,4,1.25,8.25,3.75,6.5,2.75,4,5.75,7.75
Trần Gia Huy,11B1,Nam,7.5,2,4,6.5,4,8.25,0,1,0.25,2.5
Đỗ Thị Nhi,3A3,Nữ,5.75,1.25,8,1,0.25,1.5,2,3.75,0.5,2.75
